"drugFix1" "drugFix2" "drugFix3" "drugFix4" "drugFix5" "drugFix6" "drugFix7" "alcConsq1" "alcConsq2" "alcConsq3" "alcConsq4" "alcConsq5" "alcConsq6" "alcConsq7" "alcFix1" "alcFix2" "alcFix3" "alcFix4" "alcFix5" "alcFix6" "alcFix7" "alcFix8" "alcFix9" "alcFix10" "aidFix1" "aidFix2" "aidFix3" "aidFix4" "aidFix5"
"8471" 5 4 3 7 6 1 2 3 2 1 6 7 5 4 2 1 NA NA 3 4 NA 5 NA NA 2 5 3 4 1
"8472" 4 1 6 3 5 2 7 1 3 6 5 2 7 4 2 4 5 NA 1 3 NA NA NA NA 3 5 1 2 4
"8473" 2 1 7 5 4 3 6 1 6 2 3 5 7 4 1 2 3 4 NA 5 NA NA NA NA 3 5 4 1 2
"8474" 4 1 7 6 5 2 3 3 4 1 5 2 6 7 3 2 1 NA 4 NA NA NA 5 NA 4 5 2 3 1
"8475" 5 4 7 1 3 6 2 2 1 4 3 5 7 6 4 1 NA NA 2 3 NA NA 5 NA 1 5 4 3 2
"8476" 3 1 7 5 6 4 2 1 7 6 5 2 3 4 3 2 NA NA NA NA NA 1 5 4 2 5 1 3 4
"8477" 2 1 4 3 6 5 7 1 3 6 4 7 5 2 2 1 3 NA 4 NA NA 5 NA NA 1 4 2 5 3
"8478" 6 1 3 4 7 5 2 1 2 3 7 6 5 4 NA 1 2 NA NA 5 NA 4 NA 3 1 5 4 2 3
"8479" 2 3 7 5 4 1 6 3 7 6 5 2 4 1 1 5 NA NA 2 NA NA NA 3 4 2 5 4 3 1
"8480" 4 1 5 6 2 3 7 1 5 3 4 6 7 2 2 NA 4 NA 5 NA NA 1 NA 3 2 5 3 4 1
"8481" 3 5 4 6 7 1 2 1 2 5 4 6 3 7 2 1 4 NA 3 NA NA NA 5 NA 1 5 4 3 2
"8482" 5 2 1 3 7 4 6 4 3 7 2 6 5 1 NA 1 NA 2 5 NA NA 3 NA 4 2 4 3 5 1
"8483" 3 1 2 NA 4 5 NA 3 1 4 7 6 5 2 5 4 3 NA NA 2 NA 1 NA NA 2 5 1 4 3
"8484" 3 1 7 6 5 4 2 2 3 1 6 5 7 4 NA NA 3 2 1 NA NA 4 5 NA 1 4 5 3 2
"8485" 2 6 1 7 3 5 4 1 6 2 3 4 7 5 1 2 3 NA 4 NA NA 5 NA NA 1 2 5 3 4
"8486" 1 3 7 6 5 2 4 1 2 4 5 6 7 3 1 NA 2 NA 3 NA NA NA 4 5 1 5 3 4 2
"8487" 1 2 7 3 4 6 5 1 5 4 7 2 3 6 2 3 1 NA 4 NA NA 5 NA NA 1 5 4 2 3
"8488" 1 6 7 2 3 5 4 1 2 4 5 6 7 3 2 1 NA NA 3 NA NA 4 5 NA 1 4 5 2 3
"8489" 2 1 7 3 4 5 6 1 6 2 7 3 5 4 1 NA NA NA 3 2 NA 5 NA 4 1 5 4 3 2
"8490" 1 2 7 6 4 3 5 1 3 2 4 6 7 5 1 2 NA NA 3 NA NA 4 NA 5 1 5 3 4 2
"8491" 2 1 7 6 3 4 5 1 3 5 6 2 7 4 2 1 NA NA 3 NA NA NA 5 4 1 5 4 2 3
"8492" 1 4 7 5 3 2 6 1 2 3 5 6 4 7 1 NA 2 NA 3 5 NA NA NA 4 3 NA NA 2 1
"8493" 6 1 2 5 7 3 4 1 2 5 6 7 4 3 5 NA 1 2 3 NA NA 4 NA NA 1 5 4 2 3
"8494" 3 4 1 5 6 2 7 1 2 3 6 7 4 5 NA 1 NA 2 3 NA NA NA 4 5 1 5 4 3 2
"8495" 3 1 2 7 4 5 6 1 4 3 7 6 2 5 NA 1 2 3 4 NA NA 5 NA NA 1 5 4 3 2
"8496" 4 1 6 2 7 5 3 1 3 2 7 6 4 5 2 NA 1 NA 3 5 NA NA NA 4 3 4 5 2 1
"8497" 2 3 6 5 7 4 1 3 1 2 7 6 4 5 5 NA NA NA 1 2 NA NA 3 4 1 5 4 3 2
"8498" 7 1 2 4 6 3 5 1 2 3 7 6 4 5 NA 4 1 2 3 NA NA NA NA 5 3 5 4 2 1
"8499" 1 2 3 4 5 6 7 1 2 3 5 6 7 4 5 1 2 NA 3 NA NA NA NA 4 2 4 5 3 1
"8500" 3 1 2 7 6 4 5 1 3 4 7 6 2 5 5 1 NA NA 2 3 4 NA NA NA 2 4 5 3 1
"8501" 4 2 1 6 7 3 5 1 2 5 6 7 3 4 2 1 NA NA 4 5 NA 3 NA NA 2 5 4 3 1
"8502" 5 1 2 4 6 3 7 1 3 7 5 4 2 6 2 1 5 NA NA NA NA NA 3 4 1 5 4 3 2
"8503" 1 2 3 7 4 5 6 1 2 7 6 5 3 4 1 2 NA 5 NA NA NA NA 3 4 3 2 4 5 1
"8504" 4 1 2 5 7 3 6 2 3 4 6 7 1 5 1 4 3 NA 2 NA NA NA NA 5 1 2 4 5 3
"8505" 1 4 5 7 6 2 3 1 3 2 7 6 5 4 4 1 NA NA 3 2 NA NA 5 NA 2 3 5 4 1
"8506" 2 1 5 6 7 4 3 1 6 2 7 3 4 5 4 1 2 NA 3 5 NA NA NA NA 3 1 4 5 2
"8507" 4 1 2 5 7 3 6 1 5 2 6 7 3 4 3 1 NA NA 2 NA NA 4 NA 5 1 5 3 4 2
"8508" 3 1 2 7 5 4 6 1 4 5 6 7 2 3 2 1 NA NA 5 3 NA 4 NA NA 1 3 4 5 2
"8509" 3 2 1 7 4 5 6 1 2 6 7 5 3 4 2 1 NA NA 3 NA NA NA 4 5 1 5 4 3 2
"8510" 3 1 4 5 6 7 2 1 3 5 6 7 2 4 5 1 NA NA 2 3 NA 4 NA NA 2 4 5 3 1
"8511" 5 1 7 2 6 4 3 4 3 1 6 2 7 5 5 NA 4 NA 3 2 NA 1 NA NA 3 5 1 4 2
"8512" 1 3 4 6 7 2 5 1 4 2 7 3 6 5 1 2 NA 3 5 NA 4 NA NA NA 3 5 1 2 4
"8513" 6 1 2 5 7 3 4 2 1 5 7 3 4 6 1 4 NA 5 NA NA NA 3 2 NA 2 4 1 3 5
"8514" 1 2 5 6 7 3 4 1 3 2 7 4 5 6 1 2 4 NA 3 NA NA 5 NA NA 2 5 1 4 3
"8515" 1 2 3 6 7 4 5 1 2 3 7 4 6 5 1 NA 2 3 NA NA NA 4 5 NA 1 5 3 4 2
"8516" 2 1 7 3 6 4 5 3 2 1 6 4 7 5 4 1 5 NA 2 NA NA 3 NA NA 3 2 1 4 5
"8517" 1 5 7 3 6 2 4 1 4 2 6 3 7 5 NA NA 5 NA 4 NA NA 1 3 2 3 5 4 2 1
"8518" 2 1 7 3 4 6 5 4 2 3 5 7 1 6 1 NA 4 NA 2 NA NA 5 NA 3 2 5 4 3 1
"8519" 7 6 1 2 3 4 5 1 2 5 4 6 7 3 4 3 NA 2 1 NA NA 5 NA NA 5 1 4 2 3
"8520" 7 1 2 6 4 5 3 2 3 4 6 5 7 1 5 4 NA NA 1 2 3 NA NA NA 5 2 1 3 4
"8521" 4 1 5 6 3 2 7 1 2 5 6 4 7 3 NA 4 2 3 1 5 NA NA NA NA 5 4 3 1 2
"8522" 5 1 2 3 6 7 4 2 1 5 4 3 6 7 4 3 2 NA 1 NA NA NA 5 NA 3 1 2 4 5
"8523" 7 2 1 3 5 6 4 1 2 7 3 5 6 4 4 5 3 NA 1 2 NA NA NA NA 4 3 1 2 5
"8524" 7 6 1 2 4 5 3 1 3 2 6 5 4 7 NA 4 NA 1 2 5 3 NA NA NA 4 3 1 2 5
"8525" 7 1 2 5 6 3 4 1 2 5 4 6 7 3 5 1 4 NA 3 NA NA 2 NA NA 3 4 1 5 2
"8526" 7 2 1 3 4 5 6 7 1 3 6 2 5 4 NA NA 2 3 1 NA NA 4 5 NA 5 4 1 2 3
"8527" 3 1 6 5 4 2 7 2 1 3 5 4 6 7 NA 3 1 5 2 NA NA NA 4 NA 3 5 2 4 1
"8528" 1 3 7 6 2 4 5 1 7 3 6 2 5 4 1 NA NA NA 3 NA NA 5 4 2 2 5 3 4 1
"8529" 7 1 6 2 3 4 5 1 7 2 3 6 4 5 5 1 2 NA 3 NA NA NA 4 NA 1 5 2 3 4
"8530" 7 1 2 6 3 4 5 1 3 4 7 5 6 2 NA 1 4 NA 2 NA 3 NA 5 NA 4 5 3 1 2
"8531" 4 5 1 3 6 7 2 2 3 4 7 5 6 1 2 NA 3 NA 5 4 NA NA 1 NA 1 5 2 4 3
"8532" 6 1 2 7 5 4 3 4 1 2 7 3 5 6 NA NA 3 NA 2 1 5 4 NA NA 4 3 2 1 5
"8533" 7 1 5 2 3 6 4 1 7 2 4 3 5 6 NA 1 NA 4 5 2 NA NA 3 NA 5 1 2 3 4
"8534" 1 3 5 2 4 6 7 2 1 4 3 7 5 6 1 5 NA NA NA 2 NA NA 3 4 1 4 5 2 3
"8535" 7 2 3 6 5 4 1 1 6 5 4 2 7 3 1 NA 2 NA NA 4 NA 5 3 NA 2 5 4 3 1
"8536" 3 2 5 6 1 4 7 1 5 4 2 6 7 3 NA 1 5 NA 3 2 4 NA NA NA 3 1 4 5 2
"8537" 7 1 5 6 4 3 2 3 1 2 4 7 6 5 NA 2 NA NA 1 3 NA NA 5 4 4 3 1 5 2
"8538" 3 4 5 1 6 2 7 2 4 3 1 6 5 7 3 2 NA NA 4 5 NA 1 NA NA 4 5 1 2 3
"8539" 5 3 7 6 4 2 1 3 4 2 1 6 5 7 1 5 NA 2 4 3 NA NA NA NA 3 2 4 5 1
"8540" 4 1 2 5 7 3 6 3 1 2 5 4 7 6 5 1 4 3 NA 2 NA NA NA NA 2 1 3 4 5
"8541" 1 3 2 NA NA NA NA 1 5 3 6 2 7 4 3 NA 4 1 2 5 NA NA NA NA 1 4 2 3 5
"8542" 1 3 2 5 6 4 7 1 3 2 6 5 4 7 3 1 NA 2 5 4 NA NA NA NA 1 2 3 5 4
"8543" NA 1 2 NA NA NA NA 1 2 4 6 3 5 7 4 1 NA 5 2 3 NA NA NA NA 3 2 1 4 5
"8544" 4 1 5 6 7 2 3 1 2 7 6 4 3 5 5 2 3 4 1 NA NA NA NA NA 1 2 3 5 4
"8545" 3 1 2 6 7 4 5 1 4 2 5 3 6 7 4 5 NA 1 2 3 NA NA NA NA 3 2 1 5 4
"8546" 3 1 2 4 6 7 5 1 3 4 7 5 6 2 5 1 3 NA 2 4 NA NA NA NA 1 5 3 4 2
"8547" 1 5 7 4 3 2 6 1 4 3 6 7 5 2 1 NA 5 NA NA NA NA 2 4 3 1 5 4 3 2
"8548" 5 3 4 1 6 2 7 1 3 2 7 4 6 5 NA 1 5 4 2 NA NA 3 NA NA 4 1 3 2 5
"8549" 7 3 2 5 4 6 1 1 7 3 5 2 4 6 4 2 5 1 3 NA NA NA NA NA 3 5 1 4 2
"8550" 1 5 7 2 3 4 6 1 2 3 5 4 7 6 3 1 5 NA 2 4 NA NA NA NA 5 1 4 2 3
"8551" 5 2 7 6 3 1 4 2 1 4 3 7 5 6 3 NA 4 NA 2 NA NA 5 1 NA 1 5 3 4 2
"8552" 1 2 5 3 6 4 7 1 2 5 6 3 4 7 4 1 2 NA 3 NA NA NA 5 NA 2 5 1 3 4
"8553" 1 6 7 3 4 5 2 1 2 3 7 5 6 4 3 2 NA 4 1 NA NA NA NA 5 3 5 2 4 1
"8554" 1 4 5 6 2 3 7 1 4 2 3 7 5 6 1 3 NA NA 4 5 NA NA 2 NA 1 4 5 3 2
"8555" 3 1 5 6 4 2 7 1 3 4 6 2 5 7 2 1 5 NA 3 NA NA NA 4 NA 2 5 4 3 1
"8556" 3 1 2 5 4 6 7 3 4 2 7 6 5 1 2 1 4 NA 3 NA NA NA NA 5 1 4 2 3 5
"8557" 7 1 4 5 6 3 2 2 3 6 4 5 7 1 4 1 NA NA 3 2 NA NA 5 NA 5 1 2 3 4
"8558" 1 2 5 4 3 6 7 2 1 3 5 6 7 4 2 3 5 NA 1 NA NA 4 NA NA 4 5 2 3 1
"8559" 4 5 6 7 3 1 2 1 4 3 7 5 6 2 NA 3 NA NA 2 1 NA 4 5 NA 4 5 3 1 2
"8560" 4 1 3 2 7 5 6 6 5 4 3 2 7 1 3 1 2 NA 4 NA NA NA 5 NA 1 5 2 3 4
"8561" 2 1 3 7 6 5 4 3 2 5 4 6 7 1 1 2 NA NA 3 4 NA NA 5 NA 2 3 4 5 1
"8562" 1 5 2 4 3 6 7 1 4 2 6 7 3 5 1 2 3 NA 4 NA 5 NA NA NA 1 5 4 3 2
"8563" 6 1 2 5 4 3 7 1 4 2 5 6 3 7 5 1 4 NA 2 3 NA NA NA NA 1 5 2 3 4
"8564" 4 1 5 7 2 6 3 1 2 3 6 7 4 5 NA 1 3 NA 2 NA NA 5 NA 4 2 5 4 3 1
"8565" 1 4 3 2 5 6 7 1 2 4 3 5 7 6 4 1 3 NA 2 NA NA NA NA 5 1 4 5 3 2
"8566" 4 2 1 5 6 3 7 1 3 2 4 6 7 5 4 1 3 NA 2 NA NA NA 5 NA 3 5 4 2 1
"8567" 2 1 7 6 3 5 4 1 2 3 5 4 7 6 3 1 2 NA NA 4 NA 5 NA NA 4 5 2 3 1
"8568" 7 1 5 2 6 4 3 1 2 4 6 3 5 7 NA 1 5 NA 2 4 NA NA NA 3 4 5 1 2 3
"8569" 7 2 3 1 4 5 6 1 3 7 2 4 5 6 NA 3 1 5 2 NA 4 NA NA NA 5 4 1 2 3
"8570" 7 1 4 2 3 5 6 1 3 5 6 4 2 7 NA 1 2 NA 3 NA NA 4 NA 5 4 5 3 1 2
"8571" 7 2 1 3 5 4 6 1 4 5 6 2 3 7 NA 5 1 NA 2 NA 3 NA 4 NA 2 4 1 3 5
"8572" 7 6 1 5 2 4 3 1 3 2 5 4 6 7 5 NA 1 NA 2 NA NA 3 NA 4 5 2 1 3 4
"8573" 7 3 4 1 6 2 5 2 7 3 6 1 4 5 NA 3 1 NA 2 NA NA 4 NA 5 5 2 1 4 3
"8574" 7 2 1 6 3 5 4 1 5 2 7 3 4 6 NA 4 1 5 2 NA 3 NA NA NA 4 5 1 2 3
"8575" 7 1 6 2 5 3 4 1 5 2 4 3 6 7 NA 2 1 NA 3 NA NA 4 NA 5 5 1 4 2 3
"8576" 1 2 7 3 4 6 5 1 2 3 5 6 7 4 5 4 NA NA NA NA NA 3 1 2 2 5 3 4 1
"8577" 2 1 7 5 6 4 3 1 6 2 7 3 5 4 3 4 2 NA 1 NA 5 NA NA NA 2 5 4 3 1
"8578" 7 1 6 2 3 5 4 1 2 5 3 4 7 6 NA NA NA NA 1 2 NA 3 4 5 3 5 4 2 1
"8579" 3 1 2 5 4 6 7 6 1 2 7 5 4 3 4 5 NA NA NA NA NA 1 2 3 1 5 2 3 4
"8580" 2 1 3 4 5 7 6 1 6 4 5 2 7 3 2 5 NA NA NA NA NA 1 4 3 2 5 4 3 1
"8581" 3 2 5 7 4 1 6 1 3 4 5 6 7 2 2 NA 1 NA 3 4 NA 5 NA NA 4 5 3 2 1
"8582" 3 1 2 4 5 6 7 1 2 3 4 NA NA 5 5 4 NA NA NA NA NA 2 1 3 1 5 2 3 4
"8583" 2 1 5 7 6 3 4 1 2 3 6 4 5 7 2 1 3 4 5 NA NA NA NA NA 4 3 5 1 2
"8584" 4 1 7 2 6 5 3 1 2 3 6 4 5 7 4 1 2 NA 3 NA NA NA NA 5 2 4 5 1 3
"8585" 2 1 6 3 7 4 5 1 3 2 5 4 6 7 3 1 4 5 2 NA NA NA NA NA 1 5 2 3 4
"8586" 2 4 7 5 6 1 3 1 2 3 7 4 6 5 4 1 2 NA 3 NA NA NA NA 5 2 5 4 3 1
"8587" 3 1 7 4 6 2 5 1 2 3 7 5 6 4 4 1 2 NA 3 NA NA 5 NA NA 1 5 4 2 3
"8588" 2 1 6 5 4 7 3 1 2 4 5 3 6 7 NA 1 3 NA 2 NA 4 NA 5 NA 1 5 4 3 2
"8589" 7 1 6 3 5 2 4 1 5 2 4 6 3 NA 3 2 4 NA 1 NA NA 5 NA NA 3 5 1 4 2
"8590" 6 1 2 5 7 3 4 1 2 4 7 3 5 6 NA 1 5 NA 4 NA 3 2 NA NA 2 5 3 4 1
"8591" 7 1 6 2 3 4 5 1 2 4 6 3 7 5 NA 2 3 NA 1 NA 4 NA 5 NA 5 3 4 2 1
"8592" 4 5 7 1 2 3 6 1 4 3 6 5 7 2 NA NA NA NA 1 2 NA 3 4 5 2 5 4 3 1
"8593" 6 1 7 5 2 3 4 1 3 2 4 7 5 6 NA 1 2 NA NA NA NA 3 4 5 1 2 5 3 4
"8594" 5 1 6 7 4 3 2 1 3 2 6 4 5 7 NA NA 1 NA 2 NA NA 3 4 5 2 4 3 5 1
"8595" 3 1 2 5 4 7 6 1 3 2 5 6 7 4 NA 3 NA NA NA 5 NA 1 2 4 2 3 5 1 4
"8596" 2 1 5 3 6 4 7 1 2 3 7 5 6 4 NA 3 NA NA 1 NA 2 4 NA 5 2 4 5 1 3
"8597" 2 3 1 5 4 6 7 1 4 2 5 3 7 6 NA 1 NA 4 NA NA NA 2 NA 3 2 4 1 3 5
"8598" 2 1 6 3 5 7 4 1 4 2 5 3 6 7 4 1 NA 3 2 NA NA NA NA 5 5 4 2 3 1
"8599" 3 2 1 6 5 7 4 1 2 3 5 6 7 4 NA 4 NA 5 NA 1 NA NA 2 3 1 3 2 4 5
"8600" 1 2 4 3 5 7 6 1 3 4 2 6 7 5 NA 2 NA 1 NA 3 NA 4 NA 5 5 1 3 2 4
"8601" 2 1 5 4 3 6 7 1 4 2 5 6 3 7 NA 2 NA 5 1 NA 3 NA NA 4 3 4 2 5 1
"8602" 1 3 2 5 4 6 7 1 2 4 6 3 5 7 5 1 NA NA NA 2 NA 3 NA 4 3 4 5 1 2
"8603" 3 1 4 2 5 7 6 1 4 2 3 6 7 5 NA 2 NA 1 3 NA 4 NA 5 NA 5 3 4 1 2
"8604" 2 1 5 3 4 6 7 1 4 3 6 5 2 7 1 4 5 NA 2 NA NA NA NA 3 2 3 5 1 4
"8605" 2 1 4 3 5 6 7 1 3 2 4 6 7 5 5 1 NA 4 NA NA 3 NA NA 2 3 5 1 4 2
"8606" 2 1 4 3 5 7 6 1 4 2 3 5 6 7 NA NA NA 5 1 NA 4 2 NA 3 4 2 3 1 5
"8607" 3 1 4 2 6 5 7 1 3 2 5 6 4 7 2 NA 3 NA NA 1 NA 4 NA 5 4 1 2 3 5
"8608" 2 1 5 3 6 7 4 1 4 2 5 7 6 3 NA 5 NA NA 1 NA 2 3 4 NA 3 2 4 1 5
"8609" 4 1 3 6 7 2 5 5 4 2 3 6 7 1 4 5 NA NA 1 NA NA 2 NA 3 4 2 5 3 1
"8610" 7 1 2 5 4 6 3 5 3 6 2 4 7 1 4 NA 3 NA NA NA NA 1 5 2 4 5 2 3 1
"8611" 3 2 4 5 6 7 1 2 1 3 7 4 5 6 NA 2 3 NA 1 5 NA 4 NA NA 2 5 4 3 1
"8612" 1 5 6 4 3 7 2 1 4 3 7 2 5 6 1 5 2 NA 3 4 NA NA NA NA 1 5 2 4 3
"8613" 4 3 5 1 7 2 6 1 4 7 2 3 6 5 NA 3 NA NA 5 4 NA 1 NA 2 5 4 1 2 3
"8614" 7 5 4 1 3 2 6 2 4 3 6 5 7 1 1 2 NA 3 NA 4 NA 5 NA NA 4 1 3 5 2
"8615" 7 1 4 2 5 3 6 1 6 4 5 7 2 3 3 4 NA NA 2 1 NA 5 NA NA 1 4 5 2 3
"8616" 7 6 4 3 5 2 1 2 3 4 7 6 5 1 NA 5 NA NA 3 1 NA NA 4 2 4 5 1 3 2
"8617" 4 6 7 1 2 3 5 1 2 3 6 7 4 5 4 NA NA NA 5 NA NA 2 3 1 1 4 5 3 2
"8618" 2 1 3 7 5 4 6 1 2 6 4 7 5 3 1 5 NA NA NA NA NA 3 2 4 1 4 5 3 2
"8619" 1 2 7 5 6 4 3 2 1 5 4 7 6 3 5 1 NA NA NA NA NA 2 3 4 1 NA NA 3 2
"8620" 1 6 7 4 3 2 5 1 2 3 5 7 6 4 1 NA NA NA NA 4 NA 3 5 2 1 5 4 3 2
"8621" 5 1 3 2 4 6 7 1 2 4 5 7 3 6 5 1 3 NA 2 NA NA 4 NA NA 1 5 4 2 3
"8622" 1 3 2 5 4 6 7 1 3 5 4 7 2 6 1 NA 2 NA 3 NA NA NA 4 5 1 4 5 3 2
"8623" 3 6 5 2 7 1 4 1 2 5 7 6 3 4 2 1 3 NA NA NA NA 4 NA 5 2 4 5 3 1
"8624" 2 6 7 1 3 5 4 1 2 4 6 7 3 5 2 NA NA 3 NA 4 NA 5 NA 1 2 4 5 3 1
"8625" 1 2 4 7 5 6 3 1 2 5 6 7 3 4 1 2 4 5 3 NA NA NA NA NA 1 5 2 3 4
"8626" 3 1 6 7 4 5 2 1 2 6 5 7 3 4 3 1 NA NA 2 NA 4 NA NA 5 2 4 5 3 1
"8627" 1 3 7 4 5 2 6 1 2 6 7 4 5 3 1 NA NA NA 2 NA NA 3 4 5 2 5 4 3 1
"8628" 3 4 7 2 1 5 6 1 NA 2 3 NA NA NA NA 1 NA NA NA NA NA NA 2 NA 2 NA NA 3 1
"8629" 2 1 3 7 4 5 6 1 2 3 6 7 4 5 2 1 3 NA NA NA NA NA 4 5 2 5 4 3 1
"8630" 5 6 7 4 1 3 2 1 2 3 4 6 5 7 2 1 3 4 NA NA NA NA 5 NA 1 5 4 2 3
"8631" 4 2 1 3 5 6 7 1 2 3 6 7 4 5 2 3 4 NA 1 NA NA NA 5 NA 1 4 5 3 2
"8632" 1 2 7 3 5 4 6 2 1 3 7 6 4 5 2 1 NA NA 5 NA NA NA 3 4 1 5 4 3 2
"8633" 2 3 6 5 7 4 1 1 2 5 6 7 4 3 2 1 4 5 NA NA NA 3 NA NA 3 4 5 2 1
"8634" 3 1 4 5 6 2 7 1 2 6 3 7 4 5 1 NA NA NA NA 3 NA 2 4 5 3 4 5 1 2
"8635" 2 6 7 1 4 3 5 2 1 3 5 6 4 7 4 5 NA NA 1 NA NA 2 NA 3 3 4 5 2 1
"8636" 1 7 3 6 5 4 2 1 2 3 7 5 4 6 NA 1 NA NA 3 2 NA NA NA NA 5 2 1 4 3
"8637" 3 7 6 2 5 1 4 3 2 1 7 5 4 6 1 NA NA 2 3 NA NA 4 NA 5 2 5 4 1 3
"8638" 7 3 1 4 6 5 2 1 2 3 7 6 4 5 NA 1 NA 2 4 3 NA 5 NA NA 3 5 4 1 2
"8639" 6 1 5 7 4 2 3 1 2 4 5 7 6 3 2 1 NA NA NA 5 4 3 NA NA 1 5 4 3 2
"8640" 7 1 3 5 6 4 2 1 2 4 6 5 3 7 2 1 4 3 NA NA NA 5 NA NA 1 2 5 3 4
"8641" 4 1 5 2 6 3 7 1 2 5 4 6 7 3 2 1 NA NA 3 4 NA NA NA 5 2 3 5 4 1
"8642" 3 1 7 2 4 5 6 1 4 6 3 7 5 2 1 3 2 NA NA NA NA 4 5 NA 1 4 5 2 3
"8643" 6 7 1 5 2 4 3 1 2 4 6 5 7 3 NA 1 5 4 2 3 NA NA NA NA 3 5 4 2 1
"8644" 6 1 2 3 4 7 5 1 2 3 5 6 7 4 1 2 NA NA 3 NA NA 4 5 NA 3 4 5 2 1
"8645" 1 6 7 2 4 3 5 1 3 2 7 6 4 5 1 3 NA NA 2 NA NA 5 4 NA 2 4 5 3 1
"8646" 4 1 7 2 5 6 3 1 2 3 4 7 5 6 NA 1 5 NA 2 NA NA 3 4 NA 3 4 5 2 1
"8647" 6 1 2 3 7 4 5 1 3 5 6 7 4 2 NA 1 2 4 NA NA NA 3 NA NA 3 1 2 5 4
"8648" 3 1 6 7 5 2 4 1 2 4 7 6 3 5 1 2 NA NA 3 4 NA 5 NA NA 2 4 5 3 1
"8649" 5 1 2 6 7 4 3 3 2 1 4 7 6 5 5 1 NA NA 2 NA 3 4 NA NA 3 2 1 4 5
"8650" 3 6 7 2 4 1 5 2 1 3 6 4 7 5 3 NA 1 NA NA 2 NA 4 5 NA 1 2 3 4 5
"8651" 3 1 5 7 6 2 4 1 2 3 7 4 5 6 1 5 4 NA 2 3 NA NA NA NA 1 4 2 5 3
"8652" 4 2 1 3 6 5 7 3 1 4 5 7 2 6 2 3 NA NA NA NA 5 1 NA 4 1 4 5 3 2
"8653" 2 5 6 3 7 1 4 1 2 3 5 7 4 6 1 NA 5 NA NA NA NA 4 2 3 1 5 4 3 2
"8654" 5 1 7 4 6 3 2 1 2 5 6 7 4 3 2 1 NA NA 3 NA NA 4 5 NA 3 NA NA 2 1
"8655" 2 1 3 6 5 4 7 2 1 5 7 6 3 4 NA 3 NA 1 2 NA 4 5 NA NA 1 5 2 3 4
"8656" 7 1 2 6 4 3 5 1 2 3 6 7 4 5 NA 1 NA 2 3 NA NA 4 NA 5 1 2 3 4 5
"8657" 3 2 1 5 4 7 6 2 1 6 7 4 3 5 NA 1 NA NA 2 NA 3 NA 4 5 1 4 5 3 2
"8658" 6 7 1 4 5 2 3 1 2 6 5 7 4 3 3 4 1 2 NA 5 NA NA NA NA 5 1 4 3 2
"8659" 5 1 4 7 6 3 2 3 2 4 7 5 1 6 NA 1 NA NA NA 2 NA 3 5 4 5 3 4 1 2
"8660" 3 2 1 5 7 4 6 3 2 1 4 6 5 7 3 1 NA NA NA NA NA 2 4 5 5 2 1 3 4
"8661" 5 1 2 6 7 3 4 2 3 1 7 4 5 6 NA 1 NA NA 5 NA NA 2 3 4 3 4 5 1 2
"8662" 3 1 6 5 NA 4 2 4 1 2 6 5 3 7 NA 1 NA NA 5 NA NA 2 3 4 5 4 1 3 2
"8663" 1 6 7 4 5 3 2 1 2 4 6 5 3 7 2 3 1 NA 4 5 NA NA NA NA 1 5 2 3 4
"8664" 2 3 7 5 6 4 1 1 2 5 3 7 6 4 2 1 NA NA 4 NA NA 3 NA 5 3 4 5 1 2
"8665" 3 2 7 1 4 5 6 1 2 4 6 3 5 7 3 1 5 NA 2 NA NA 4 NA NA 3 4 5 1 2
"8666" 5 1 2 7 6 3 4 1 2 3 5 6 4 7 2 1 3 NA 4 5 NA NA NA NA 2 3 4 5 1
"8667" 3 2 7 4 5 1 6 1 5 2 6 3 7 4 1 5 NA NA 4 NA NA NA 3 2 1 NA NA 3 2
"8668" 4 2 1 7 5 3 6 1 2 4 7 5 3 6 2 1 5 4 NA 3 NA NA NA NA 3 NA NA 2 1
"8669" 6 4 7 2 3 1 5 1 2 3 5 7 4 6 2 3 1 NA NA NA NA 4 5 NA 3 4 5 2 1
"8670" 4 2 5 3 6 1 7 6 1 3 5 2 4 7 2 NA 1 3 NA NA NA 4 5 NA 1 5 4 2 3
"8671" 5 1 3 7 6 4 2 1 3 2 6 7 4 5 1 5 NA NA NA NA NA 2 4 3 2 4 5 3 1
"8672" 4 1 5 3 6 7 2 1 2 4 7 6 3 5 2 1 NA 4 3 NA NA 5 NA NA 1 4 5 3 2
"8673" 5 4 2 3 7 1 6 2 1 5 6 7 4 3 2 1 5 3 NA NA NA 4 NA NA 2 4 5 3 1
"8674" 2 7 1 5 4 6 3 2 1 3 6 5 4 7 1 5 2 4 NA 3 NA NA NA NA 3 4 5 2 1
"8675" 5 1 4 7 6 2 3 2 1 3 5 7 4 6 3 1 2 NA 5 NA NA NA 4 NA 3 2 5 1 4
"8676" 1 2 6 3 5 4 NA 1 2 4 5 7 3 6 2 1 3 NA 4 NA NA NA 5 NA 1 2 5 4 3
"8677" 1 7 3 6 5 4 2 1 6 7 2 5 4 3 3 2 1 NA 5 NA NA NA 4 NA 1 3 5 2 4
"8678" 1 3 7 5 6 2 4 1 2 3 6 4 5 7 1 2 3 5 NA NA NA NA 4 NA 1 2 3 4 5
"8679" 1 5 7 2 6 3 4 1 2 3 7 5 4 6 3 1 NA 2 5 NA NA 4 NA NA 1 4 5 2 3
